Key,Path,AssetBundle,LevelKey,EnemyId,SummonedEnemy,Intensive,CellarSprite,Hp,Speed,SpeedRate,Critical,IsBoss,ExtraAssetBundle,BossBgm,BossRoom,BossWeapon,SubspeciesBoss,DoubleBosses,DropOffsetX,DropOffsetY,Drops,DropGroups
ex_skeleton04,Level/2/B/Enemy/e_skeleton04/ex_skeleton04.prefab,level/2/b,2B,e_skeleton04,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_12"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",60,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_iron""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_graveyard""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_skeleton05,Level/2/B/Enemy/e_skeleton05/ex_skeleton05.prefab,level/2/b,2B,e_skeleton05,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_13"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_gear""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_graveyard""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_skeleton06,Level/2/B/Enemy/e_skeleton06/ex_skeleton06.prefab,level/2/b,2B,e_skeleton06,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_14"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,6,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_gear""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_graveyard""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_skeleton_dog,Level/2/B/Enemy/e_skeleton_dog/ex_skeleton_dog.prefab,level/2/b,2B,e_skeleton_dog,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_54"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",38,8,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_graveyard""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_spider01,Level/2/B/Enemy/e_spider01/ex_spider01.prefab,level/2/b,2B,e_spider01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_15"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,8,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_graveyard""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_spider02,Level/2/B/Enemy/e_spider02/ex_spider02.prefab,level/2/b,2B,e_spider02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_16"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,8,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_cell""},""probability"":5.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_graveyard""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss15,Level/2/C/Boss/boss15/boss15.prefab,boss/boss15,2C,boss15,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_95"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",600,5,0,0,True,,RGSound/bgm/bgm_2High.mp3,Level/2/C/Boss/boss15/r2_boss5.prefab,weapon_214,,"{""boss01"":10,""boss01_2"":3,""boss02"":10,""boss03"":10,""boss04"":10,""boss15"":10,""boss16"":10,""boss20"":10,""bossnian"":6}",0,1,"[{""item"":{""item"":""material_iron""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_boss15""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_halloween""},""probability"":30.0000019,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss2""},""probability"":7.50000048,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss16,Level/2/C/Boss/boss16/boss16.prefab,boss/boss16,2C,boss16,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_96"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",450,5,0,0,True,,RGSound/bgm/bgm_2High.mp3,Level/2/C/Boss/boss16/r2_boss6.prefab,weapon_215,,"{""boss01"":10,""boss01_2"":3,""boss02"":10,""boss03"":10,""boss04"":10,""boss15"":10,""boss16"":10,""boss20"":10,""bossnian"":6}",0,1,"[{""item"":{""item"":""material_fertilize""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skin_fragment_boss16""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_lycoris_seed""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss2""},""probability"":3.75000024,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss16_horse,Level/2/C/Boss/boss16/boss16_horse.prefab,boss/boss16,2C,boss16_horse,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_118"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",450,7,0,0,True,,RGSound/bgm/bgm_2High.mp3,Level/2/C/Boss/boss16/r2_boss6.prefab,,,"{""boss01"":10,""boss01_2"":3,""boss02"":10,""boss03"":10,""boss04"":10,""boss15"":10,""boss16"":10,""boss20"":10,""bossnian"":6}",0,1,"[{""item"":{""item"":""material_cell""},""probability"":50.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_boss2""},""probability"":3.75000024,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_frankenstein,Level/2/C/Enemy/e_frankenstein/e_frankenstein.prefab,level/2/c,2C,e_frankenstein,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_94"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",50,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_frog,Level/2/C/Enemy/e_frog/e_frog.prefab,level/2/c,2C,e_frog,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_91"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",9,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_ghost,Level/2/C/Enemy/e_ghost/e_ghost.prefab,level/2/c,2C,e_ghost,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_92"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",9,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_halloween""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_ghost_temp,Level/2/C/Boss/boss15/e_ghost_temp/e_ghost_temp.prefab,boss/boss15,2C,e_ghost_temp,True,False,"{}",9,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_pumpkin01,Level/2/C/Enemy/e_pumpkin01/e_pumpkin01.prefab,level/2/c,2C,e_pumpkin01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_86"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",12,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_pumpkin02,Level/2/C/Enemy/e_pumpkin02/e_pumpkin02.prefab,level/2/c,2C,e_pumpkin02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_87"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",9,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_pumpkin03,Level/2/C/Enemy/e_pumpkin03/e_pumpkin03.prefab,level/2/c,2C,e_pumpkin03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_85"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",9,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_pumpkin04,Level/2/C/Enemy/e_pumpkin04/e_pumpkin04.prefab,level/2/c,2C,e_pumpkin04,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_88"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",22,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_pumpkin05,Level/2/C/Enemy/e_pumpkin05/e_pumpkin05.prefab,level/2/c,2C,e_pumpkin05,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_89"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",20,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_pumpkin06,Level/2/C/Enemy/e_pumpkin06/e_pumpkin06.prefab,level/2/c,2C,e_pumpkin06,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_90"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",18,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_pumpkinHouse,Level/2/C/Enemy/e_pumpkinHouse/e_pumpkinHouse.prefab,level/2/c,2C,e_pumpkinHouse,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""pumpkinHouse_Show_0"",""tex"":""Assets/RGTexture/enemy/cellar/pumpkinHouse_Show.png""}",25,0,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_witch,Level/2/C/Enemy/e_witch/e_witch.prefab,level/2/c,2C,e_witch,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_93"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",18,3,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_skin_fragment_c16_s6""},""probability"":1.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_frankenstein,Level/2/C/Enemy/e_frankenstein/ex_frankenstein.prefab,level/2/c,2C,e_frankenstein,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_94"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",140,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_frog,Level/2/C/Enemy/e_frog/ex_frog.prefab,level/2/c,2C,e_frog,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_91"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",40,8,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_ghost,Level/2/C/Enemy/e_ghost/ex_ghost.prefab,level/2/c,2C,e_ghost,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_92"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",32,4,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_tape_halloween""},""probability"":0.2,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_pumpkin01,Level/2/C/Enemy/e_pumpkin01/ex_pumpkin01.prefab,level/2/c,2C,e_pumpkin01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_86"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",32,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_pumpkin02,Level/2/C/Enemy/e_pumpkin02/ex_pumpkin02.prefab,level/2/c,2C,e_pumpkin02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_87"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",35,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_pumpkin03,Level/2/C/Enemy/e_pumpkin03/ex_pumpkin03.prefab,level/2/c,2C,e_pumpkin03,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_85"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",32,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_pumpkin04,Level/2/C/Enemy/e_pumpkin04/ex_pumpkin04.prefab,level/2/c,2C,e_pumpkin04,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_88"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",50,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_pumpkin05,Level/2/C/Enemy/e_pumpkin05/ex_pumpkin05.prefab,level/2/c,2C,e_pumpkin05,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_89"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",42,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_pumpkin06,Level/2/C/Enemy/e_pumpkin06/ex_pumpkin06.prefab,level/2/c,2C,e_pumpkin06,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_90"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",42,5,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_pumpkinHouse,Level/2/C/Enemy/e_pumpkinHouse/ex_pumpkinHouse.prefab,level/2/c,2C,e_pumpkinHouse,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""pumpkinHouse_Show_0"",""tex"":""Assets/RGTexture/enemy/cellar/pumpkinHouse_Show.png""}",60,0,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""plant_pumpkin_seed""},""probability"":0.1,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
ex_witch,Level/2/C/Enemy/e_witch/ex_witch.prefab,level/2/c,2C,e_witch,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_93"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list.png""}",52,3,0,0,False,,,,,,"{}",0,0.5,"[{""item"":{""item"":""material_skin_fragment_c16_s6""},""probability"":2.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
boss24,Level/2/D/Boss/boss24/boss24.prefab,boss/boss24,2D,boss24,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_10"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",690,7,0,0,True,level/1/b,RGSound/bgm/bgm_2High.mp3,Level/2/D/Boss/boss24/r2_boss8.prefab,weapon_320,,"{""boss01"":10,""boss01_2"":3,""boss02"":10,""boss03"":10,""boss04"":10,""boss15"":10,""boss16"":10,""boss20"":10,""bossnian"":6}",0,1,"[{""item"":{""item"":""material_battery""},""probability"":200.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_magic_green""},""probability"":100.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""plant_worm_seed""},""probability"":15.000001,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_skill_Officer_2""},""probability"":66.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[{""type"":0,""bluePrint"":{""item"":""blueprint_skill_Officer_2""},""material"":{""item"":""""},""requiredNum"":0,""inverse"":true},{""type"":2,""bluePrint"":{""item"":""""},""material"":{""item"":""material_skill_Officer_2""},""requiredNum"":8,""inverse"":false}]},{""item"":{""item"":""material_tape_boss2""},""probability"":7.50000048,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_tape_icecave""},""probability"":20.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]},{""item"":{""item"":""material_ancient_weapon_fragment""},""probability"":150.0,""guaranteeDrop"":false,""guaranteeDropCount"":0,""conditions"":[]}]","[]"
e_android01,Level/2/D/Enemy/e_android01/e_android01.prefab,level/2/d,2D,e_android01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_0"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",12,6,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_android02,Level/2/D/Enemy/e_android02/e_android02.prefab,level/2/d,2D,e_android02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_1"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",9,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_android03,Level/2/D/Enemy/e_android03/e_android03.prefab,level/2/d,2D,e_android03,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_2"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",20,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_android04,Level/2/D/Enemy/e_android04/e_android04.prefab,level/2/d,2D,e_android04,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_3"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",20,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_boombMiner,Level/2/D/Enemy/e_boombMiner/e_boombMiner.prefab,level/2/d,2D,e_boombMiner,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_4"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",12,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_iceKnight,Level/2/D/Enemy/e_iceKnight/e_iceKnight.prefab,level/2/d,2D,e_iceKnight,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_9"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",60,3,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_lilIceKnight,Level/2/D/Enemy/e_lilIceKnight/e_lilIceKnight.prefab,level/2/d,2D,e_lilIceKnight,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_5"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",20,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_lilWorm,Level/2/D/Enemy/e_lilWorm/e_lilWorm.prefab,level/2/d,2D,e_lilWorm,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_6"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",18,6,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_minerBoss01,Level/2/D/Enemy/e_minerBoss01/e_minerBoss01.prefab,level/2/d,2D,e_minerBoss01,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_7"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",20,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
e_minerBoss02,Level/2/D/Enemy/e_minerBoss02/e_minerBoss02.prefab,level/2/d,2D,e_minerBoss02,False,False,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_8"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",22,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_android01,Level/2/D/Enemy/e_android01/ex_android01.prefab,level/2/d,2D,e_android01,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_0"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",32,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_android02,Level/2/D/Enemy/e_android02/ex_android02.prefab,level/2/d,2D,e_android02,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_1"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",32,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_android03,Level/2/D/Enemy/e_android03/ex_android03.prefab,level/2/d,2D,e_android03,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_2"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",40,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_android04,Level/2/D/Enemy/e_android04/ex_android04.prefab,level/2/d,2D,e_android04,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_3"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",60,4,0,0,False,,,,,,"{}",0,0,"[]","[]"
ex_boombMiner,Level/2/D/Enemy/e_boombMiner/ex_boombMiner.prefab,level/2/d,2D,e_boombMiner,False,True,"{""spriteAtlas"":""RGTexture/sprite_atlas/cellar.spriteatlasv2"",""sprite"":""enemy_list_2_4"",""tex"":""Assets/RGTexture/enemy/cellar/enemy_list_2.png""}",32,5,0,0,False,,,,,,"{}",0,0,"[]","[]"
