Key,Type,SubType,DataStr
blueprint_weapon_381,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_381"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_381"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_381"",""tex"":""Assets/RGTexture/weapon/weapon_381.png""},""IconPosition"":{""x"":-0.25,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_fel_fabric,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_fel_fabric"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_fel_fabric"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/enemy/boss_rush.spriteatlasv2"",""sprite"":""weapon_fel_fabric"",""tex"":""Assets/RGTexture/enemy/bossrush_final/fel_lord/weapon_fel_fabric.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_383,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_383"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_383"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_383"",""tex"":""Assets/RGTexture/weapon/weapon_383.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_385,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_385"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_385"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_lvbu"",""tex"":""Assets/RGTexture/weapon/weapon_lvbu.png""},""IconPosition"":{""x"":-0.35,""y"":0.0,""z"":0.0},""IconScale"":0.3,""IconRotation"":0.0}"
blueprint_weapon_386,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_386"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_386"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_386_icon"",""tex"":""Assets/RGTexture/weapon/weapon_386_icon.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_387,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_387"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_387"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_387"",""tex"":""Assets/RGTexture/weapon/weapon_387.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_393,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_393"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_393"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_393_icon"",""tex"":""Assets/RGTexture/weapon/weapon_393_icon.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_392,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_392"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_392"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""w392_icon"",""tex"":""Assets/RGTexture/weapon/w392_icon.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_394,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_394"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_394"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_394"",""tex"":""Assets/RGTexture/weapon/weapon_394.png""},""IconPosition"":{""x"":-0.47,""y"":-0.18,""z"":0.0},""IconScale"":0.45,""IconRotation"":20.0}"
blueprint_weapon_395,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_395"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_395"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_395_close"",""tex"":""Assets/RGTexture/weapon/weapon_395_close.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_396,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_396"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_396"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_396"",""tex"":""Assets/RGTexture/weapon/weapon_396.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.1,""IconRotation"":0.0}"
blueprint_weapon_397,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_397"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_397"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_397"",""tex"":""Assets/RGTexture/weapon/weapon_397.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_398,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_398"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_398"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_398_0"",""tex"":""Assets/RGTexture/weapon/weapon_398.png""},""IconPosition"":{""x"":0.1,""y"":-0.1,""z"":0.0},""IconScale"":0.9,""IconRotation"":0.0}"
blueprint_weapon_407,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_407"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_407"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_407"",""tex"":""Assets/RGTexture/weapon/weapon_407.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_408,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_408"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_408"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_408"",""tex"":""Assets/RGTexture/weapon/weapon_408.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.2,""IconRotation"":0.0}"
blueprint_weapon_409,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_409"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_409"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""milk_tea_drink_0"",""tex"":""Assets/RGTexture/weapon/weapon_milk_tea.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_411,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_411"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_411"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_411"",""tex"":""Assets/RGTexture/weapon/weapon_411.png""},""IconPosition"":{""x"":-0.44,""y"":-0.06,""z"":0.0},""IconScale"":0.9,""IconRotation"":0.0}"
blueprint_weapon_413,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_413"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_413"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_413"",""tex"":""Assets/RGTexture/weapon/weapon_413.png""},""IconPosition"":{""x"":-0.15,""y"":-0.18,""z"":0.0},""IconScale"":0.8,""IconRotation"":0.0}"
blueprint_weapon_415,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_415"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_415"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapon_415"",""tex"":""Assets/RGTexture/weapon/weapon_415.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":1.0,""IconRotation"":0.0}"
blueprint_weapon_boss_void_origin,BluePrint,Blueprint,"{""BlueprintType"":7,""ItemName"":""weapon_boss_void_origin"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1500}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_weapon_boss_void_origin"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""objects_pickable_0"",""tex"":""Assets/RGTexture/items/objects_pickable.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""icon"",""tex"":""Assets/RGTexture/weapon/weapon_boss_void_origin/icon.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.4,""IconRotation"":0.0}"
blueprint_evolution_weapon_159,BluePrint,Blueprint,"{""BlueprintType"":8,""ItemName"":""weapon_159"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_cell"",""num"":3},{""item"":""material_wood"",""num"":3},{""item"":""material_magic_red"",""num"":3},{""item"":""material_ancient_weapon_fragment"",""num"":8}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_evolution_weapon_159"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_blueprint_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_blueprint_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons2_70"",""tex"":""Assets/RGTexture/weapon/weapons2.png""},""IconPosition"":{""x"":-0.3,""y"":0.0,""z"":0.0},""IconScale"":0.9,""IconRotation"":0.0}"
blueprint_evolution_weapon_160,BluePrint,Blueprint,"{""BlueprintType"":8,""ItemName"":""weapon_160"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_cell"",""num"":3},{""item"":""material_wood"",""num"":3},{""item"":""material_magic_red"",""num"":3},{""item"":""material_ancient_weapon_fragment"",""num"":8}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_evolution_weapon_160"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_blueprint_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_blueprint_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""weapons2_75"",""tex"":""Assets/RGTexture/weapon/weapons2.png""},""IconPosition"":{""x"":-0.08,""y"":-0.1,""z"":0.0},""IconScale"":0.6,""IconRotation"":0.0}"
blueprint_evolution_weapon_366,BluePrint,Blueprint,"{""BlueprintType"":8,""ItemName"":""weapon_366"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_cell"",""num"":3},{""item"":""material_wood"",""num"":3},{""item"":""material_magic_red"",""num"":3},{""item"":""material_ancient_weapon_fragment"",""num"":8}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_evolution_weapon_366"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_blueprint_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_blueprint_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""w366_icon"",""tex"":""Assets/RGTexture/weapon/weapon_366/w366_icon.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
blueprint_evolution_weapon_367,BluePrint,Blueprint,"{""BlueprintType"":8,""ItemName"":""weapon_367"",""ResearchMaterials"":[{""item"":""material_gem"",""num"":1000},{""item"":""material_cell"",""num"":3},{""item"":""material_wood"",""num"":3},{""item"":""material_magic_red"",""num"":3},{""item"":""material_ancient_weapon_fragment"",""num"":8}],""NotRequiredInResearch"":false,""BluePrintLevel"":0,""WeaponDropLevel"":-1,""NeedRecordConsume"":true,""IsFromMechFragment"":false,""Hero"":0,""SkinIndex"":0,""SkillIndex"":0,""AutoMerge"":false,""Name"":""blueprint_evolution_weapon_367"",""Localization"":"""",""ItemValue"":0,""ItemLevel"":0,""Background"":{""spriteAtlas"":""RGTexture/sprite_atlas/items.spriteatlasv2"",""sprite"":""weapon_evolution_blueprint_ui"",""tex"":""Assets/RGTexture/items/weapon_evolution_blueprint_ui.png""},""Icon"":{""spriteAtlas"":""RGTexture/sprite_atlas/weapon.spriteatlasv2"",""sprite"":""w367_icon"",""tex"":""Assets/RGTexture/weapon/weapon_367/w367_icon.png""},""IconPosition"":{""x"":0.0,""y"":0.0,""z"":0.0},""IconScale"":0.7,""IconRotation"":0.0}"
